tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,Review_1,Review_2,Review_3
Human Ecology,298,Cornell University,Julie,,Carmalt,1782009,12,good,TEACHER,PROFESSOR,4.5,5.0,5.0,,Professor Carmalt is my all-time favorite professor at Cornell!! She is the most understanding professor and loves to keep students engaged. Workload was minimal and fun. Content was so interesting!,"Just great. If you care about social justice, take her class, even if you are not interested in public health or such you will learn a lot and her clear grading criteria will for sure help u get an A. She is so sweet. Her lectures were pretty fun. It is hard to ignore her lectures because she is so charming and witty.",My favorite professor at Cornell so far! She is super inspiring and so kind. Is always there for help or just to chat. I highly recommend intro to pop health - she really makes the class amazing
Literature,298,Cornell University,Calum,,Carmichael,525463,7,good,TEACHER,PROFESSOR,3.6,4.0,4.0,,"Carmichael was an awesome professor. If you're interested in the subject material and keep an open mind, you will definitely learn so much information. I look at the world differently thanks to him.","Carmichael is an excellent professor. He does not hand out a syllabus and is a ""traditionalist"" when it comes to academia. Although somewhat one-sided, his analyses of comparing primarily the gospels to Rabbinic literature were profound. I would definitely recommend his course, unless grades are of your only concern. Participation counts for a lot.","If you're religious at all, you will definitely question your values after Carmichael's class, and he doesn't have any reservations about publicly grilling you if you adhere to a traditional ""misinterpretation"" of the bible. With that said, Carmichael is an excellent old-school professor, and his class was possibly the most enriching I have taken."
History,298,Cornell University,Vicki,,Caron,786994,2,average,TEACHER,PROFESSOR,3.2,4.5,4.5,,"Really hard to follow, doesn't really make a point when talking..","great prof but difficult to pay full attention 2& 1/2 hour seminar.  easy grader, not too many assignments but extensive readings, sometimes overwhelming. overall, very sweet lady",
Anthropology,298,Cornell University,Michael,,Carpentier,1790297,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,"I took the class because it sounded interesting, but I didnt really care much about the topic. Turns out I really enjoyed the class. The material is difficult, but he really does work hard to help you get it. He gives lots of feedback on your writing, too.",,
Engineering,298,Cornell University,Paul,,Carr,655823,5,average,TEACHER,PROFESSOR,2.7,4.0,4.0,,Paul Carr has an awesome background in the field of construction management and he isn't afraid to give students the real truth to make them the best future professional they can be.,Worst class ever at cornell.Porf is unorganized (never had his lecture slides ready).  forgot to post readings on blackboard.  poorly scanned materials (u'd need a magnifying glass to read them). unfair grading.  favors certain students. no proper grading sys in place.  sloppy.  worst prof ever.  dont take his classes... period,Great guy. Very very relaxed. Makes you feel good about being a student for a change. Has a lot of experience in construction business and loves to share it. Take his course you'll love it.
Anthropology,298,Cornell University,Kevin,,Carrico,1733677,5,good,TEACHER,PROFESSOR,4.3,4.5,4.5,,As they said not a hard grader. Also provides a lot of useful comments. too many to read,Great Class. Everyone must take. Very low pressure class. There is alot of reading however he is a very lenient grader.,great professor !!! really helpful!!! a lot of readings though!
Fine Arts,298,Cornell University,Jason,,Carrier,2161295,2,poor,TEACHER,PROFESSOR,2.0,,,,Doesn't really know how to teach a course and gives virtually no guidance on what he expects from you. Took course over summer and he tried to pack too much into the six week session. Be prepared to take a lot of photos and read the syllabus because he won't answer a question if it is on the syllabus.,"He's not really a prof, just a rando photographer that Cornell picked up for its summer sessions. He really has no idea how college courses are run, and his organization and scheduling of material was totally impractical. He expects students to rely on the syllabus over himself and refused to answer questions. Super indecisive, unprepared, unclear.",
Literature,298,Cornell University,Loretta,,Carrillo,16602,4,good,TEACHER,PROFESSOR,4.2,5.0,5.0,,"I had Ms. Carrillo for an Intro to Fiction Writing class ages ago at Michigan State, and I can honesly say that she is probably the major reason I write today (I'm published, but mostly just write becaus I learned to love it).","I had her for the ""Latinos and the American Dream"" FWS.  She was nice but offered plenty of constructive criticism and expected her students to progress.  Also, she offered extra conferences outside of the requirement, and I definitely became a better writer as a result of her help.  The readings covered a wide range of current Latino writers.","I had high expectations but was a little disappointed. Not by the professor, who was good, but by the material. The readings included about 6 novels, and they were all the same: sad Lifetime-Original-Movie portrayals of life as a Latina. The same ideas over and over. She teaches well, but she should assign better readings."
Classics,298,Cornell University,Jennifer,,Carrington,2098174,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,"I took this FWS in the fall as a freshman. Although there is some reading, and there are papers, its a really good course, you only need to get one book, and the readings are mostly online. She does expect more from people, but in general, she tries to help you out. If you do the readings and essays, there is no reason you shouldn't get an A.",,
Business,298,Cornell University,Bill,,Carroll,194054,13,good,TEACHER,PROFESSOR,4.2,4.5,4.5,,"Dr. Carrol is fantastic! funny and brilliant; he really makes the students think about the real-world applications of econ. but he does speak quickly. even though the text is rarely used, it helps to read through the material if you're having trouble. Go to TA office hours. the tests are hard with random questions mentioned maybe once in class.",William C is a total legend.  He is a great teacher and really cares about his students.  Total Gem,He keeps the class interesting and interactive. He not only teachers econ very well but also tells you the little secrets of the industry. Really funny jokes and sayings.
