tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,review
Communication,298,Cornell University,Lauren,,Chambliss,2478143,7,good,TEACHER,PROFESSOR,3.6,5.0,5.0,COMM3080,"Professor Chambliss is very knowledgeable and caring. This class has an internship component, and the skills she taught in class are highly useful for the workplace. She trains you to become an analytical thinker and a clear, concise, effective writer."
Chemistry,298,Cornell University,Garnet,,Chan,1121281,3,good,TEACHER,PROFESSOR,4.0,4.5,4.5,CHEM2160,"The poster below has no idea what they are talking about.  The class is designed badly, I have no doubt in Professor Chan's teaching ability.  He is extremely clear and interesting, and as long as you know your math you should do fine in the class."
Languages,298,Cornell University,Mohit,,Chandna,1002562,5,good,TEACHER,PROFESSOR,4.8,5.0,5.0,FRENC1210,Great all over... Excellent.
Chemistry,298,Cornell University,Celesta,,Chang,1940582,0,zero,TEACHER,PROFESSOR,N/A,,,,
Languages,298,Cornell University,Julia,H.,Chang,2152010,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,FGSS2010,"Professor Chang was great. She is extremely smart and knowledgeable about history and gender issues. She is smart, stern, and well-respected. She shows no favoritism towards any specific students which is great, and she really values all ideas. She is impartial and a great teacher. I learned so much, and think everyone should take this course."
History,298,Cornell University,Derek,,Chang,333013,25,good,TEACHER,PROFESSOR,4.0,4.0,4.0,HIST1315,"Took a FWS with Professor Chang last semester. I gained so much from the in-class discussions & readings. Very caring and hilarious. My only issue is that we didn't get much feedback on our papers, so I don't feel like my writing skills improved that much. However, he told us that his main goal is for us to learn; he wants to give everyone A's."
Architecture,298,Cornell University,Patrick,,Charles,2210886,2,poor,TEACHER,PROFESSOR,1.0,,,ARCH2614,"Unclear powerpoint slides, way too much textbook readings every class, doesn't seem to know how to teach all the material. Wouldn't take the class again if it wasn't a requirement."
Architecture,298,Cornell University,Suzanne,Lanyi,Charles,2223751,0,zero,TEACHER,PROFESSOR,N/A,,,,
Astronomy,298,Cornell University,Shami,,Chatterjee,2250718,2,good,TEACHER,PROFESSOR,3.5,5.0,5.0,ASTRO2201,"I think the other rating on this page could not be more false. Shami is a GEM, the grading criteria is very clear in the syllabus along with all the due dates, lecture is amazing, there are lots of assignments that go into your grade, so one bad paper won't hurt you. A great class for non science people, its also very possible to get 100"
Computer Science,298,Cornell University,Eshan,,Chattopadhyay,2592321,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,CS6815,good professor
Business,298,Cornell University,Nancy,,Chau,195444,16,good,TEACHER,PROFESSOR,4.1,5.0,5.0,AEM4300,One of the better professors in AEM
Computer Science,298,Cornell University,Siddhartha,,Chaudhuri,1943213,7,good,TEACHER,PROFESSOR,4.5,5.0,5.0,CS2800,dope professor
Information Science,298,Cornell University,Marie,,Chazal,2373354,4,poor,TEACHER,PROFESSOR,1.0,,,ORIE3500,as easy at it gets
History,298,Cornell University,Jian,,Chen,848386,11,good,TEACHER,PROFESSOR,3.6,5.0,5.0,HISTSHU313,"Well, he told us he used to be harsh but now he's old and all he wants is a group of students listening to him talking about history and his life. He's teaching style is like ask-me-anything-in-class-because-I-literally-know-anything-about-history. Great professor, strongly recommended."
Biology,298,Cornell University,Kuei-Chiu,,Chen,856305,6,good,TEACHER,PROFESSOR,3.6,5.0,5.0,BIO1500,"One of the worst courses I've taken in Cornell partly because of the lecturers and partly because the tediousness of lab. Chen conducts the class with professionalism and with an iron fist. She is very strict but don't be afraid because she's like that with everyone. As a lecturer, she was monotonous. Wished she  made the course more interesting."
Asian Studies,298,Cornell University,Zhihong,,Chen,921208,14,good,TEACHER,PROFESSOR,4.5,5.0,5.0,NBA6150,"Professor Chen really cares about her students and is always accessible outside class. She also provides students with strong support for application of jobs and graduate schools/MBA. The workload of the course is fair and the materials are educational and interesting, but you need to be prepared before class."
Chemistry,298,Cornell University,Steven,,Chen,1650740,0,zero,TEACHER,PROFESSOR,N/A,,,,
Engineering,298,Cornell University,Tsuhan,,Chen,2014598,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,ECE4250,"Very hyped professor who mostly lives up to it. His grading scheme is designed for everyone in the class to get an A. DSP sort of bounces around between image processing (not that interested) and cooler stuff like multirate filters. Projects make no sense but are essentially graded on completion. Overall, an easy if slightly disappointing class."
Human Ecology,298,Cornell University,Michael,,Chen,2137842,5,good,TEACHER,PROFESSOR,4.8,5.0,5.0,PBH101,"Dr. Chen is simply amazing! I took him at Nazareth and he is SO caring and kind. I love it when he asks how you're doing before a class, and before exams, he reminds you that you shouldn't stress. He answers emails well and I could listen to him teach all day. He for sure knows his stuff and how to explain it."
Engineering,298,Cornell University,Yudong,,Chen,2469827,2,good,TEACHER,PROFESSOR,3.5,4.0,4.0,ENGRD2700,"Tests are fair. He does not give the most interesting lectures (partly because of his accent), but if you pay enough attention you will learn a lot. Office hour can be super helpful since he only guides you through the problems and makes you do them by yourself. He is also very caring and offers extra office hours before exams."
Chemistry,298,Cornell University,Peng,,Chen,1327333,13,poor,TEACHER,PROFESSOR,2.5,4.0,4.0,CHEM3020,"Lectures seemed pretty irrelevant, Dr. Chen didn't give a lot of information about actual labs. Quizzes were okay but pretty random; office hours were also unhelpful. The lab reports were TA graded, and very lenient. Labs themselves were pretty difficult, but manageable if you prepared for them. The class overall required a LOT of work!!!!!!!!!!!!!"
Linguistics,298,Cornell University,Anca,,Chereches,1848031,2,poor,TEACHER,PROFESSOR,1.0,,,LING1100003,"She makes you feel unqualified while presenting herself as ""too good to be here"". She has expectations that are too high for a freshman writing class"
Science,298,Cornell University,Debbie,,Cherney,362355,14,average,TEACHER,PROFESSOR,3.4,4.0,4.0,ANSC2120,"Cherney is very nice and is willing to help students who are worried about material. Lectures are often tangential and can be hard to follow, but she posts online notes and practice exams that practically spell out the answers to test questions. While she is approachable after class and during office hours, she doesn't often respond to emails."
Astronomy,298,Cornell University,David,,Chernoff,2762641,0,zero,TEACHER,PROFESSOR,N/A,,,,
Hospitality,298,Cornell University,Lisa,,Chervinsky,2674694,1,poor,TEACHER,PROFESSOR,2.0,,,HADM2550,she sucks
Hospitality,298,Cornell University,Jacob,,Chestnut,2605229,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,HADM2010,By far the best professor I've had at Cornell. If you can take a class with him please do so.
Computer Science,298,Cornell University,Paul,,Chew,363627,11,average,TEACHER,PROFESSOR,3.2,4.0,4.0,CS211,HORRIBLE. Unbelievably bad. This is what I'm spending 200K on? How shameful...
English,298,Cornell University,Eric,,Cheyfitz,1118084,10,average,TEACHER,PROFESSOR,3.2,4.0,4.0,AIIS1100,"Worst teacher I've ever had! Lecture consisted of him going on the same political rant every time and vaguely relating it back to the material. Not that I really disagreed with his politics much, but it was just a waste of time. Way too much reading, like 200 pages per week. The grade was based on only a few papers, seriously why do profs do that?"
Architecture,298,Cornell University,Lily,,Chi,460071,11,average,TEACHER,PROFESSOR,3.4,5.0,5.0,ARCH4609,My absolute favorite cornell architecture professor. Get ready to work and be much better for it.
Engineering,298,Cornell University,Hsiao-Dong,,Chiang,766959,6,good,TEACHER,PROFESSOR,4.6,5.0,5.0,ECE4510,"Nice guy, but severely overestimates the intelligence of the students in his class. The first 1/2 is just as difficult as any Cornell ECE class, but after the midterm (average was a 45%) he just starts going off on complicated, real-world topics that he personally works with and nobody has any clue what's happening. Final project(s) are super hard."
Asian Studies,298,Cornell University,George,,Chigas,657485,3,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ASIAN225,This class is the best class I have taken. I wish Cornell would hire Dr. Chigas as well. He is just amazing. I really enjoyed the lectures and the assigned readings.
Philosophy,298,Cornell University,Andrew,,Chignell,372166,20,good,TEACHER,PROFESSOR,4.6,4.0,4.0,PHIL1440,"Interesting class on Ethics of Eating. Quizzes in class, but can drop one. There are 2 papers, and no exam! Controversial subject matter, so is a stimulating class. Active participations from students makes it a lively atmosphere to be in."
Chemistry,298,Cornell University,Paul,,Chirik,272265,120,good,TEACHER,PROFESSOR,4.3,5.0,5.0,CHEM2070,Awesome lecturer. He actually made gen chem fun which I thought was impossible. Great guy!
Hotel & Restaurant Management,298,Cornell University,Kyuha,,Cho,2670657,2,good,TEACHER,PROFESSOR,4.0,4.0,4.0,HADM2230,"Prof. Cho is good. Like any other class, your dedication is a direct factor of your success. The semester started only a couple weeks ago, but I can tell he really knows his stuff, and his course policies are reasonable. You really have to focus in class to follow along, but as long as you do the pre-class activities, you'll be fine."
Physical Ed,298,Cornell University,Han,,Cho,145720,18,good,TEACHER,PROFESSOR,4.3,4.0,4.0,PE1376,"He's extremely knowledgeable and you can really learn a lot from him if you're looking to learn Tae Kwon Do. He sometimes goes on long-winded tangents, but a lot of them can be really insightful. Really good if you're interested in the martial art, and a good workout if you're just there for the PE credit."
German,298,Cornell University,Isabel,Mareike,Choinowski,2623072,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,GERS1220,Amazing professor and made learning German fun and easy!
Engineering,298,Cornell University,Kenneth,,Chong,2148838,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,ENGRD2700,"Very clear and organized lecturer. His lecturing skill noticeably improved as the semester went on since this was his first large lecture teaching, good became better. His exams are relatively straight forward, however no practice exams were posted. Problem sets were manageable."
Hospitality,298,Cornell University,Howard,,Chong,2191849,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,HADM1410,"Very caring about his students and pushes his students to do well. Kind of a quirky guy with sometimes a weird class structure, but his teaching is extremely effective. I'm really bad at econ and he made it very easy to understand."
